DATE,ACCLASS,INJURY,ACCNUM
2017/01/19,Non-Fatal Injury,None,3
2017/01/20,Non-Fatal Injury,Major,1
2017/01/20,Non-Fatal Injury,None,1
2017/01/21,Fatal,Fatal,1
2017/01/24,Non-Fatal Injury,Major,1
2017/01/24,Non-Fatal Injury,None,1
2017/01/25,Fatal,Fatal,1
2017/01/25,Fatal,None,3
2017/01/25,Non-Fatal Injury,Major,1
2017/01/25,Non-Fatal Injury,None,1
2017/01/27,Non-Fatal Injury,Major,1
2017/01/27,Non-Fatal Injury,None,2
2017/01/29,Fatal,Fatal,2
2017/01/29,Fatal,Minimal,1
2017/01/29,Fatal,None,1
2017/01/29,Non-Fatal Injury,Major,1
2017/02/01,Non-Fatal Injury,Major,1
2017/02/01,Non-Fatal Injury,Minor,1
2017/02/02,Fatal,Fatal,1
2017/02/02,Fatal,None,1
2017/02/03,Non-Fatal Injury,Major,1
2017/02/03,Non-Fatal Injury,None,1
2017/02/05,Non-Fatal Injury,Major,2
2017/02/05,Non-Fatal Injury,Minimal,1
2017/02/05,Non-Fatal Injury,None,1
2017/02/07,Non-Fatal Injury,Major,1
2017/02/07,Non-Fatal Injury,None,1
2017/02/08,Non-Fatal Injury,Major,1
2017/02/08,Non-Fatal Injury,None,1
2017/02/10,Non-Fatal Injury,Major,1
2017/02/10,Non-Fatal Injury,None,1
2017/02/11,Non-Fatal Injury,Major,3
2017/02/11,Non-Fatal Injury,None,1
2017/02/12,Non-Fatal Injury,Major,1
2017/02/12,Non-Fatal Injury,None,2
2017/02/13,Non-Fatal Injury,Major,1
2017/02/13,Non-Fatal Injury,None,1
2017/02/14,Non-Fatal Injury,Major,1
2017/02/14,Non-Fatal Injury,Minimal,1
2017/02/18,Fatal,Fatal,1
2017/02/18,Fatal,Minor,1
2017/02/18,Non-Fatal Injury,Major,3
2017/02/18,Non-Fatal Injury,Minimal,1
2017/02/18,Non-Fatal Injury,Minor,3
2017/02/18,Non-Fatal Injury,None,2
2017/02/19,Non-Fatal Injury,Major,2
2017/02/19,Non-Fatal Injury,None,3
2017/02/23,Fatal,Fatal,1
2017/02/23,Fatal,None,1
2017/02/23,Non-Fatal Injury,Major,2
2017/02/23,Non-Fatal Injury,None,2
2017/02/24,Non-Fatal Injury,Major,2
2017/02/24,Non-Fatal Injury,None,2
2017/02/26,Non-Fatal Injury,Major,3
2017/02/26,Non-Fatal Injury,Minimal,1
2017/02/26,Non-Fatal Injury,Minor,1
2017/02/26,Non-Fatal Injury,None,3
2017/02/28,Non-Fatal Injury,Major,1
2017/02/28,Non-Fatal Injury,None,1
2017/03/04,Fatal,Fatal,2
2017/03/04,Fatal,Minor,1
2017/03/04,Fatal,None,2
2017/03/07,Fatal,Fatal,1
2017/03/07,Fatal,None,4
2017/03/08,Non-Fatal Injury,Major,1
2017/03/10,Non-Fatal Injury,Major,2
2017/03/10,Non-Fatal Injury,Minor,3
2017/03/10,Non-Fatal Injury,None,1
2017/03/13,Non-Fatal Injury,Major,2
2017/03/13,Non-Fatal Injury,None,2
2017/03/15,Non-Fatal Injury,Major,1
2017/03/15,Non-Fatal Injury,Minimal,2
2017/03/15,Non-Fatal Injury,None,1
2017/03/18,Fatal,Fatal,1
2017/03/18,Fatal,None,1
2017/03/19,Fatal,Fatal,1
2017/03/19,Fatal,Minimal,1
2017/03/19,Non-Fatal Injury,Major,1
2017/03/21,Non-Fatal Injury,Major,3
2017/03/21,Non-Fatal Injury,None,3
2017/03/22,Non-Fatal Injury,Major,1
2017/03/22,Non-Fatal Injury,None,1
2017/03/23,Non-Fatal Injury,Major,1
2017/03/23,Non-Fatal Injury,Minimal,1
2017/03/24,Non-Fatal Injury,Major,1
2017/03/24,Non-Fatal Injury,None,1
2017/03/26,Non-Fatal Injury,Major,2
2017/03/26,Non-Fatal Injury,Minimal,4
2017/03/26,Non-Fatal Injury,None,4
2017/03/27,Non-Fatal Injury,Major,1
2017/03/27,Non-Fatal Injury,Minor,1
2017/03/28,Non-Fatal Injury,Major,1
2017/03/28,Non-Fatal Injury,None,1
2017/03/30,Non-Fatal Injury,Major,1
2017/03/30,Non-Fatal Injury,Minor,1
2017/03/30,Non-Fatal Injury,None,1
2017/03/31,Non-Fatal Injury,Major,1
2017/03/31,Non-Fatal Injury,Minor,1
2017/04/01,Non-Fatal Injury,Major,1
2017/04/01,Non-Fatal Injury,None,1
2017/04/02,Non-Fatal Injury,Major,2
2017/04/02,Non-Fatal Injury,None,1
2017/04/03,Non-Fatal Injury,Major,1
2017/04/03,Non-Fatal Injury,None,2
2017/04/04,Non-Fatal Injury,Major,2
2017/04/04,Non-Fatal Injury,None,2
2017/04/05,Non-Fatal Injury,Major,1
2017/04/05,Non-Fatal Injury,Minimal,1
2017/04/05,Non-Fatal Injury,None,1
2017/04/06,Fatal,Fatal,1
2017/04/06,Fatal,None,1
2017/04/06,Non-Fatal Injury,Major,2
2017/04/06,Non-Fatal Injury,None,3
2017/04/10,Non-Fatal Injury,Major,2
2017/04/10,Non-Fatal Injury,None,2
2017/04/11,Fatal,Fatal,1
2017/04/11,Fatal,None,1
2017/04/11,Non-Fatal Injury,Major,1
2017/04/11,Non-Fatal Injury,None,1
2017/04/13,Fatal,Fatal,1
2017/04/13,Fatal,Major,1
2017/04/14,Fatal,Fatal,1
2017/04/14,Fatal,None,1
2017/04/15,Non-Fatal Injury,Major,1
2017/04/15,Non-Fatal Injury,Minimal,5
2017/04/15,Non-Fatal Injury,None,1
2017/04/16,Non-Fatal Injury,Major,2
2017/04/16,Non-Fatal Injury,None,2
2017/04/17,Non-Fatal Injury,Major,2
2017/04/17,Non-Fatal Injury,None,1
2017/04/18,Non-Fatal Injury,Major,1
2017/04/18,Non-Fatal Injury,None,1
2017/04/19,Non-Fatal Injury,Major,2
2017/04/19,Non-Fatal Injury,None,3
2017/04/21,Fatal,Fatal,1
2017/04/21,Fatal,None,1
2017/04/21,Non-Fatal Injury,Major,1
2017/04/23,Non-Fatal Injury,Major,2
2017/04/23,Non-Fatal Injury,None,1
2017/04/26,Fatal,Fatal,1
2017/04/26,Fatal,Minimal,1
2017/04/29,Non-Fatal Injury,Major,2
2017/04/29,Non-Fatal Injury,Minimal,1
2017/04/29,Non-Fatal Injury,Minor,2
2017/04/29,Non-Fatal Injury,None,1
2017/05/02,Non-Fatal Injury,Major,1
2017/05/02,Non-Fatal Injury,None,1
2017/05/03,Non-Fatal Injury,Major,2
2017/05/03,Non-Fatal Injury,None,2
2017/05/04,Non-Fatal Injury,Major,4
2017/05/04,Non-Fatal Injury,Minor,2
2017/05/04,Non-Fatal Injury,None,3
2017/05/05,Fatal,Fatal,1
2017/05/05,Fatal,Minor,1
2017/05/05,Fatal,None,3
2017/05/05,Non-Fatal Injury,Major,2
2017/05/06,Non-Fatal Injury,Major,1
2017/05/06,Non-Fatal Injury,None,1
2017/05/07,Non-Fatal Injury,Major,2
2017/05/07,Non-Fatal Injury,Minimal,5
2017/05/07,Non-Fatal Injury,Minor,1
2017/05/07,Non-Fatal Injury,None,1
2017/05/08,Fatal,Fatal,1
2017/05/08,Fatal,None,1
2017/05/10,Non-Fatal Injury,Major,2
2017/05/10,Non-Fatal Injury,Minor,1
2017/05/10,Non-Fatal Injury,None,2
2017/05/11,Non-Fatal Injury,Major,2
2017/05/11,Non-Fatal Injury,None,2
2017/05/12,Non-Fatal Injury,Major,1
2017/05/12,Non-Fatal Injury,Minimal,1
2017/05/12,Non-Fatal Injury,Minor,2
2017/05/12,Non-Fatal Injury,None,7
2017/05/13,Non-Fatal Injury,Major,4
2017/05/13,Non-Fatal Injury,None,3
2017/05/14,Non-Fatal Injury,Major,1
2017/05/14,Non-Fatal Injury,None,1
2017/05/15,Non-Fatal Injury,Major,2
2017/05/15,Non-Fatal Injury,None,2
2017/05/16,Fatal,Fatal,1
2017/05/16,Non-Fatal Injury,Major,1
2017/05/16,Non-Fatal Injury,None,1
2017/05/17,Non-Fatal Injury,Major,3
2017/05/17,Non-Fatal Injury,Minimal,1
2017/05/17,Non-Fatal Injury,None,3
2017/05/18,Non-Fatal Injury,Major,1
2017/05/18,Non-Fatal Injury,None,1
2017/05/19,Non-Fatal Injury,Major,1
2017/05/19,Non-Fatal Injury,Minimal,1
2017/05/19,Non-Fatal Injury,Minor,1
2017/05/19,Non-Fatal Injury,None,1
2017/05/20,Non-Fatal Injury,Major,1
2017/05/20,Non-Fatal Injury,Minimal,8
2017/05/20,Non-Fatal Injury,Minor,1
2017/05/23,Non-Fatal Injury,Major,1
2017/05/23,Non-Fatal Injury,None,2
2017/05/24,Fatal,Fatal,1
2017/05/25,Non-Fatal Injury,Major,1
2017/05/25,Non-Fatal Injury,None,2
2017/05/27,Non-Fatal Injury,Major,1
2017/05/27,Non-Fatal Injury,Minor,1
2017/05/27,Non-Fatal Injury,None,1
2017/05/28,Non-Fatal Injury,Major,2
2017/05/28,Non-Fatal Injury,Minor,1
2017/05/28,Non-Fatal Injury,None,4
2017/05/29,Non-Fatal Injury,Major,1
2017/05/29,Non-Fatal Injury,None,1
2017/05/30,Non-Fatal Injury,Major,2
2017/05/30,Non-Fatal Injury,Minimal,3
2017/05/30,Non-Fatal Injury,None,1
2017/05/31,Fatal,Fatal,1
2017/05/31,Fatal,Major,1
2017/05/31,Fatal,None,1
2017/05/31,Non-Fatal Injury,Major,3
2017/05/31,Non-Fatal Injury,Minor,2
2017/05/31,Non-Fatal Injury,None,1
2017/06/01,Non-Fatal Injury,Major,2
2017/06/01,Non-Fatal Injury,None,2
2017/06/03,Fatal,Fatal,1
2017/06/03,Fatal,None,1
2017/06/03,Non-Fatal Injury,Major,2
2017/06/03,Non-Fatal Injury,Minimal,1
2017/06/03,Non-Fatal Injury,None,1
2017/06/05,Non-Fatal Injury,Major,1
2017/06/05,Non-Fatal Injury,None,2
2017/06/06,Non-Fatal Injury,Major,2
2017/06/06,Non-Fatal Injury,None,1
2017/06/07,Non-Fatal Injury,Major,2
2017/06/07,Non-Fatal Injury,None,2
2017/06/08,Non-Fatal Injury,Major,1
2017/06/08,Non-Fatal Injury,None,1
2017/06/09,Non-Fatal Injury,Major,2
2017/06/09,Non-Fatal Injury,None,1
2017/06/10,Non-Fatal Injury,Major,2
2017/06/10,Non-Fatal Injury,Minor,1
2017/06/10,Non-Fatal Injury,None,1
2017/06/11,Non-Fatal Injury,Major,3
2017/06/11,Non-Fatal Injury,None,2
2017/06/13,Fatal,Fatal,1
2017/06/13,Fatal,Major,1
2017/06/13,Fatal,Minimal,2
2017/06/13,Non-Fatal Injury,Major,4
2017/06/13,Non-Fatal Injury,Minimal,3
2017/06/13,Non-Fatal Injury,None,8
2017/06/15,Non-Fatal Injury,Major,1
2017/06/15,Non-Fatal Injury,None,1
2017/06/16,Non-Fatal Injury,Major,5
2017/06/16,Non-Fatal Injury,Minimal,1
2017/06/16,Non-Fatal Injury,Minor,1
2017/06/16,Non-Fatal Injury,None,3
2017/06/19,Non-Fatal Injury,Major,1
2017/06/19,Non-Fatal Injury,None,2
2017/06/20,Non-Fatal Injury,Major,2
2017/06/20,Non-Fatal Injury,None,2
2017/06/21,Non-Fatal Injury,Major,1
2017/06/21,Non-Fatal Injury,None,1
2017/06/23,Non-Fatal Injury,Major,1
2017/06/23,Non-Fatal Injury,None,2
2017/06/26,Non-Fatal Injury,Major,1
2017/06/26,Non-Fatal Injury,None,1
2017/06/28,Non-Fatal Injury,Major,3
2017/06/28,Non-Fatal Injury,None,5
2017/06/29,Non-Fatal Injury,Major,2
2017/06/29,Non-Fatal Injury,Minor,7
2017/06/29,Non-Fatal Injury,None,1
2017/06/30,Fatal,Fatal,1
2017/06/30,Fatal,None,1
2017/07/01,Non-Fatal Injury,Major,3
2017/07/01,Non-Fatal Injury,None,6
2017/07/03,Non-Fatal Injury,Major,1
2017/07/03,Non-Fatal Injury,None,1
2017/07/06,Non-Fatal Injury,Major,3
2017/07/06,Non-Fatal Injury,None,3
2017/07/08,Fatal,Fatal,1
2017/07/08,Fatal,Minimal,2
2017/07/08,Non-Fatal Injury,Major,1
2017/07/08,Non-Fatal Injury,Minimal,1
2017/07/10,Non-Fatal Injury,Major,2
2017/07/10,Non-Fatal Injury,Minor,1
2017/07/10,Non-Fatal Injury,None,4
2017/07/12,Non-Fatal Injury,Major,1
2017/07/15,Non-Fatal Injury,Major,1
2017/07/15,Non-Fatal Injury,Minimal,1
2017/07/15,Non-Fatal Injury,None,2
2017/07/16,Non-Fatal Injury,Major,2
2017/07/16,Non-Fatal Injury,None,1
2017/07/18,Fatal,Fatal,2
2017/07/18,Fatal,None,2
2017/07/18,Non-Fatal Injury,Major,3
2017/07/18,Non-Fatal Injury,None,4
2017/07/19,Non-Fatal Injury,Major,2
2017/07/19,Non-Fatal Injury,None,2
2017/07/20,Non-Fatal Injury,Major,1
2017/07/20,Non-Fatal Injury,None,1
2017/07/22,Fatal,Fatal,1
2017/07/22,Fatal,None,3
2017/07/22,Non-Fatal Injury,Major,1
2017/07/22,Non-Fatal Injury,Minimal,1
2017/07/22,Non-Fatal Injury,None,2
2017/07/23,Non-Fatal Injury,Major,1
2017/07/26,Non-Fatal Injury,Major,3
2017/07/26,Non-Fatal Injury,None,3
2017/07/27,Non-Fatal Injury,Major,1
2017/07/27,Non-Fatal Injury,None,1
2017/07/28,Non-Fatal Injury,Major,1
2017/07/28,Non-Fatal Injury,None,5
2017/07/30,Non-Fatal Injury,Major,1
2017/07/30,Non-Fatal Injury,Minimal,1
2017/07/31,Fatal,Fatal,1
2017/07/31,Fatal,Major,1
2017/07/31,Fatal,None,1
2017/07/31,Non-Fatal Injury,Major,3
2017/07/31,Non-Fatal Injury,Minimal,1
2017/07/31,Non-Fatal Injury,None,3
2017/08/01,Non-Fatal Injury,Major,2
2017/08/01,Non-Fatal Injury,None,3
2017/08/02,Non-Fatal Injury,Major,1
2017/08/02,Non-Fatal Injury,None,1
2017/08/05,Non-Fatal Injury,Major,2
2017/08/05,Non-Fatal Injury,None,2
2017/08/06,Non-Fatal Injury,Major,2
2017/08/06,Non-Fatal Injury,Minor,1
2017/08/06,Non-Fatal Injury,None,5
2017/08/08,Non-Fatal Injury,Major,2
2017/08/08,Non-Fatal Injury,Minimal,1
2017/08/08,Non-Fatal Injury,None,1
2017/08/09,Non-Fatal Injury,Major,1
2017/08/09,Non-Fatal Injury,Minor,1
2017/08/09,Non-Fatal Injury,None,1
2017/08/10,Fatal,Fatal,1
2017/08/10,Fatal,None,1
2017/08/11,Non-Fatal Injury,Major,1
2017/08/11,Non-Fatal Injury,Minimal,2
2017/08/11,Non-Fatal Injury,None,2
2017/08/12,Non-Fatal Injury,Major,1
2017/08/12,Non-Fatal Injury,None,1
2017/08/13,Non-Fatal Injury,Major,1
2017/08/13,Non-Fatal Injury,None,1
2017/08/14,Non-Fatal Injury,Major,1
2017/08/14,Non-Fatal Injury,Minimal,1
2017/08/14,Non-Fatal Injury,Minor,1
2017/08/15,Fatal,Fatal,1
2017/08/15,Fatal,None,1
2017/08/15,Non-Fatal Injury,Major,1
2017/08/15,Non-Fatal Injury,Minimal,2
2017/08/15,Non-Fatal Injury,Minor,1
2017/08/15,Non-Fatal Injury,None,2
2017/08/17,Non-Fatal Injury,Major,2
2017/08/17,Non-Fatal Injury,None,2
2017/08/18,Non-Fatal Injury,Major,4
2017/08/18,Non-Fatal Injury,None,8
2017/08/19,Non-Fatal Injury,Major,1
2017/08/19,Non-Fatal Injury,None,1
2017/08/21,Non-Fatal Injury,Major,3
2017/08/21,Non-Fatal Injury,None,3
2017/08/23,Non-Fatal Injury,Major,3
2017/08/23,Non-Fatal Injury,None,3
2017/08/24,Fatal,Fatal,1
2017/08/24,Fatal,None,1
2017/08/25,Fatal,Fatal,1
2017/08/25,Fatal,None,1
2017/08/25,Non-Fatal Injury,Major,1
2017/08/26,Fatal,Fatal,1
2017/08/27,Fatal,Fatal,1
2017/08/27,Fatal,None,1
2017/08/27,Non-Fatal Injury,Major,1
2017/08/27,Non-Fatal Injury,None,1
2017/08/28,Non-Fatal Injury,Major,5
2017/08/28,Non-Fatal Injury,Minimal,1
2017/08/28,Non-Fatal Injury,None,5
2017/08/30,Non-Fatal Injury,Major,2
2017/08/30,Non-Fatal Injury,Minor,1
2017/08/30,Non-Fatal Injury,None,2
2017/08/31,Non-Fatal Injury,Major,1
2017/08/31,Non-Fatal Injury,None,1
2017/09/05,Fatal,Fatal,1
2017/09/05,Fatal,None,1
2017/09/05,Non-Fatal Injury,Major,2
2017/09/05,Non-Fatal Injury,Minor,1
2017/09/05,Non-Fatal Injury,None,3
2017/09/06,Non-Fatal Injury,Major,2
2017/09/06,Non-Fatal Injury,None,2
2017/09/07,Non-Fatal Injury,Major,2
2017/09/07,Non-Fatal Injury,None,1
2017/09/08,Non-Fatal Injury,Major,1
2017/09/08,Non-Fatal Injury,None,1
2017/09/09,Non-Fatal Injury,Major,1
2017/09/09,Non-Fatal Injury,None,1
2017/09/12,Non-Fatal Injury,Major,2
2017/09/12,Non-Fatal Injury,Minimal,1
2017/09/12,Non-Fatal Injury,None,1
2017/09/13,Non-Fatal Injury,Major,1
2017/09/13,Non-Fatal Injury,None,1
2017/09/14,Non-Fatal Injury,Major,1
2017/09/14,Non-Fatal Injury,None,1
2017/09/15,Fatal,Fatal,1
2017/09/15,Fatal,Major,1
2017/09/15,Fatal,Minimal,1
2017/09/15,Fatal,Minor,1
2017/09/17,Non-Fatal Injury,Major,1
2017/09/17,Non-Fatal Injury,None,1
2017/09/18,Non-Fatal Injury,Major,1
2017/09/18,Non-Fatal Injury,None,1
2017/09/20,Fatal,Fatal,1
2017/09/20,Fatal,None,1
2017/09/22,Non-Fatal Injury,Major,1
2017/09/22,Non-Fatal Injury,None,1
2017/09/23,Non-Fatal Injury,Major,2
2017/09/23,Non-Fatal Injury,Minimal,2
2017/09/23,Non-Fatal Injury,Minor,2
2017/09/23,Non-Fatal Injury,None,1
2017/09/24,Non-Fatal Injury,Major,3
2017/09/24,Non-Fatal Injury,None,2
2017/09/25,Non-Fatal Injury,Major,2
2017/09/25,Non-Fatal Injury,None,2
2017/09/26,Non-Fatal Injury,Major,1
2017/09/26,Non-Fatal Injury,None,1
2017/09/27,Fatal,Fatal,2
2017/09/27,Fatal,None,2
2017/09/28,Fatal,Fatal,2
2017/09/28,Fatal,Minor,2
2017/09/28,Fatal,None,2
2017/09/29,Non-Fatal Injury,Major,1
2017/09/29,Non-Fatal Injury,None,1
2017/09/30,Non-Fatal Injury,Major,1
2017/09/30,Non-Fatal Injury,None,6
2017/10/01,Non-Fatal Injury,Major,2
2017/10/01,Non-Fatal Injury,None,4
2017/10/02,Non-Fatal Injury,Major,4
2017/10/02,Non-Fatal Injury,Minimal,1
2017/10/02,Non-Fatal Injury,None,3
2017/10/03,Fatal,Fatal,1
2017/10/03,Fatal,None,1
2017/10/04,Fatal,Fatal,1
2017/10/04,Fatal,None,1
2017/10/04,Non-Fatal Injury,Major,2
2017/10/04,Non-Fatal Injury,None,3
2017/10/05,Fatal,Fatal,1
2017/10/05,Fatal,None,2
2017/10/05,Non-Fatal Injury,Major,2
2017/10/05,Non-Fatal Injury,Minor,1
2017/10/05,Non-Fatal Injury,None,2
2017/10/06,Non-Fatal Injury,Major,1
2017/10/06,Non-Fatal Injury,Minimal,5
2017/10/07,Non-Fatal Injury,Major,1
2017/10/07,Non-Fatal Injury,Minimal,1
2017/10/07,Non-Fatal Injury,None,2
2017/10/08,Non-Fatal Injury,Major,1
2017/10/08,Non-Fatal Injury,None,1
2017/10/09,Non-Fatal Injury,Major,2
2017/10/09,Non-Fatal Injury,None,1
2017/10/10,Non-Fatal Injury,Major,1
2017/10/10,Non-Fatal Injury,None,1
2017/10/11,Non-Fatal Injury,Major,3
2017/10/11,Non-Fatal Injury,Minimal,1
2017/10/11,Non-Fatal Injury,None,3
2017/10/16,Non-Fatal Injury,Major,1
2017/10/16,Non-Fatal Injury,Minor,2
2017/10/16,Non-Fatal Injury,None,1
2017/10/17,Non-Fatal Injury,Major,1
2017/10/17,Non-Fatal Injury,None,1
2017/10/18,Fatal,Fatal,1
2017/10/18,Fatal,None,2
2017/10/20,Non-Fatal Injury,Major,1
2017/10/20,Non-Fatal Injury,None,1
2017/10/21,Non-Fatal Injury,Major,3
2017/10/21,Non-Fatal Injury,Minimal,2
2017/10/21,Non-Fatal Injury,None,2
2017/10/22,Non-Fatal Injury,Major,3
2017/10/22,Non-Fatal Injury,None,3
2017/10/23,Non-Fatal Injury,Major,2
2017/10/23,Non-Fatal Injury,None,3
2017/10/26,Non-Fatal Injury,Major,1
2017/10/26,Non-Fatal Injury,None,1
2017/10/27,Non-Fatal Injury,Major,1
2017/10/27,Non-Fatal Injury,Minor,1
2017/10/30,Non-Fatal Injury,Major,1
2017/10/30,Non-Fatal Injury,None,1
2017/10/31,Fatal,Fatal,1
2017/10/31,Fatal,Major,1
2017/10/31,Fatal,None,1
2017/11/01,Non-Fatal Injury,Major,1
2017/11/01,Non-Fatal Injury,None,1
2017/11/02,Fatal,Fatal,1
2017/11/02,Fatal,Minor,1
2017/11/02,Non-Fatal Injury,Major,3
2017/11/02,Non-Fatal Injury,None,3
2017/11/03,Non-Fatal Injury,Major,3
2017/11/03,Non-Fatal Injury,None,3
2017/11/08,Non-Fatal Injury,Major,3
2017/11/08,Non-Fatal Injury,None,3
2017/11/10,Fatal,Fatal,1
2017/11/10,Fatal,None,1
2017/11/10,Non-Fatal Injury,Major,2
2017/11/10,Non-Fatal Injury,None,6
2017/11/12,Non-Fatal Injury,Major,1
2017/11/12,Non-Fatal Injury,None,1
2017/11/14,Non-Fatal Injury,Major,1
2017/11/14,Non-Fatal Injury,None,1
2017/11/15,Non-Fatal Injury,Major,1
2017/11/15,Non-Fatal Injury,None,1
2017/11/16,Non-Fatal Injury,Major,2
2017/11/16,Non-Fatal Injury,None,1
2017/11/19,Non-Fatal Injury,Major,1
2017/11/19,Non-Fatal Injury,Minimal,1
2017/11/19,Non-Fatal Injury,Minor,2
2017/11/19,Non-Fatal Injury,None,1
2017/11/20,Non-Fatal Injury,Major,1
2017/11/20,Non-Fatal Injury,Minimal,1
2017/11/20,Non-Fatal Injury,None,1
2017/11/21,Non-Fatal Injury,Major,1
2017/11/21,Non-Fatal Injury,None,2
2017/11/22,Non-Fatal Injury,Major,1
2017/11/23,Non-Fatal Injury,Major,2
2017/11/23,Non-Fatal Injury,None,2
2017/11/24,Fatal,Fatal,1
2017/11/24,Fatal,None,1
2017/11/24,Non-Fatal Injury,Major,2
2017/11/24,Non-Fatal Injury,None,1
2017/11/25,Non-Fatal Injury,Major,1
2017/11/25,Non-Fatal Injury,None,1
2017/11/26,Non-Fatal Injury,Major,1
2017/11/26,Non-Fatal Injury,Minor,2
2017/11/26,Non-Fatal Injury,None,1
2017/11/28,Fatal,Fatal,1
2017/11/28,Fatal,None,1
2017/11/28,Non-Fatal Injury,Major,2
2017/11/28,Non-Fatal Injury,None,4
2017/11/30,Non-Fatal Injury,Major,2
2017/11/30,Non-Fatal Injury,None,2
2017/12/01,Fatal,Fatal,1
2017/12/01,Fatal,None,1
2017/12/03,Fatal,Fatal,1
2017/12/03,Fatal,None,1
2017/12/05,Non-Fatal Injury,Major,3
2017/12/05,Non-Fatal Injury,Minor,1
2017/12/05,Non-Fatal Injury,None,7
2017/12/07,Non-Fatal Injury,Major,2
2017/12/07,Non-Fatal Injury,None,2
2017/12/11,Non-Fatal Injury,Major,1
2017/12/11,Non-Fatal Injury,None,1
2017/12/14,Non-Fatal Injury,Major,1
2017/12/14,Non-Fatal Injury,None,1
2017/12/15,Fatal,Fatal,1
2017/12/15,Fatal,None,1
2017/12/15,Non-Fatal Injury,Major,3
2017/12/15,Non-Fatal Injury,None,3
2017/12/17,Fatal,Fatal,1
2017/12/18,Fatal,Fatal,1
2017/12/18,Fatal,None,1
2017/12/18,Non-Fatal Injury,Major,1
2017/12/18,Non-Fatal Injury,None,1
2017/12/19,Non-Fatal Injury,Major,2
2017/12/19,Non-Fatal Injury,Minimal,1
2017/12/19,Non-Fatal Injury,None,2
2017/12/20,Fatal,Fatal,2
2017/12/20,Fatal,None,2
2017/12/21,Fatal,Fatal,1
2017/12/21,Fatal,None,1
2017/12/28,Non-Fatal Injury,Major,2
2017/12/28,Non-Fatal Injury,None,2
2017/12/29,Non-Fatal Injury,Major,1
2017/12/29,Non-Fatal Injury,None,1
2017/12/30,Non-Fatal Injury,Major,1
2017/12/30,Non-Fatal Injury,None,2
2018/01/01,Fatal,Fatal,1
2018/01/01,Non-Fatal Injury,Major,3
2018/01/01,Non-Fatal Injury,Minimal,4
2018/01/02,Fatal,Fatal,1
2018/01/02,Fatal,None,1
2018/01/02,Non-Fatal Injury,Major,1
2018/01/02,Non-Fatal Injury,Minor,1
2018/01/02,Non-Fatal Injury,None,4
2018/01/05,Fatal,Fatal,1
2018/01/05,Fatal,None,1
2018/01/05,Non-Fatal Injury,Major,2
2018/01/05,Non-Fatal Injury,Minimal,1
2018/01/05,Non-Fatal Injury,None,2
2018/01/07,Fatal,Fatal,2
2018/01/07,Fatal,None,2
2018/01/09,Fatal,Fatal,1
2018/01/09,Fatal,None,1
2018/01/11,Non-Fatal Injury,Major,3
2018/01/11,Non-Fatal Injury,None,3
2018/01/12,Non-Fatal Injury,Major,1
2018/01/12,Non-Fatal Injury,Minor,2
2018/01/14,Non-Fatal Injury,Major,1
2018/01/14,Non-Fatal Injury,Minimal,1
2018/01/14,Non-Fatal Injury,None,2
2018/01/15,Fatal,Fatal,1
2018/01/15,Fatal,Minimal,1
2018/01/15,Fatal,None,1
2018/01/15,Non-Fatal Injury,Major,1
2018/01/15,Non-Fatal Injury,None,1
2018/01/19,Non-Fatal Injury,Major,1
2018/01/19,Non-Fatal Injury,Minor,1
2018/01/19,Non-Fatal Injury,None,4
2018/01/20,Non-Fatal Injury,Major,1
2018/01/20,Non-Fatal Injury,None,1
2018/01/22,Non-Fatal Injury,Major,3
2018/01/22,Non-Fatal Injury,None,3
2018/01/24,Fatal,Fatal,1
2018/01/24,Fatal,None,1
2018/01/24,Non-Fatal Injury,Major,1
2018/01/24,Non-Fatal Injury,None,1
2018/01/26,Non-Fatal Injury,Major,2
2018/01/26,Non-Fatal Injury,Minimal,1
2018/01/26,Non-Fatal Injury,Minor,1
2018/01/26,Non-Fatal Injury,None,1
2018/01/27,Non-Fatal Injury,Major,1
2018/01/27,Non-Fatal Injury,None,1
2018/01/28,Non-Fatal Injury,Major,1
2018/01/28,Non-Fatal Injury,None,1
2018/02/02,Fatal,Fatal,1
2018/02/02,Fatal,None,1
2018/02/03,Non-Fatal Injury,Major,2
2018/02/03,Non-Fatal Injury,None,2
2018/02/06,Non-Fatal Injury,Major,1
2018/02/06,Non-Fatal Injury,Minor,1
2018/02/08,Non-Fatal Injury,Major,2
2018/02/08,Non-Fatal Injury,Minor,1
2018/02/08,Non-Fatal Injury,None,4
2018/02/09,Non-Fatal Injury,Major,1
2018/02/09,Non-Fatal Injury,None,1
2018/02/10,Non-Fatal Injury,Major,1
2018/02/10,Non-Fatal Injury,None,1
2018/02/11,Non-Fatal Injury,Major,3
2018/02/11,Non-Fatal Injury,Minimal,1
2018/02/11,Non-Fatal Injury,Minor,2
2018/02/11,Non-Fatal Injury,None,1
2018/02/13,Non-Fatal Injury,Major,1
2018/02/13,Non-Fatal Injury,None,2
2018/02/14,Non-Fatal Injury,Major,1
2018/02/14,Non-Fatal Injury,None,1
2018/02/16,Non-Fatal Injury,Major,2
2018/02/16,Non-Fatal Injury,Minor,3
2018/02/16,Non-Fatal Injury,None,1
2018/02/17,Fatal,Fatal,1
2018/02/18,Non-Fatal Injury,Major,2
2018/02/18,Non-Fatal Injury,Minor,1
